"quantity","rate","type","meter-type","meter-label","datetime"
"0","281","electric","Slimme meter","Kerk Liander (E)","25-03-2019"
"1162.476","181","electric","Slimme meter","Kerk Liander (E)","25-03-2019"
"686.43","182","electric","Slimme meter","Kerk Liander (E)","25-03-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","25-03-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","26-03-2019"
"693.725","182","electric","Slimme meter","Kerk Liander (E)","26-03-2019"
"1169.392","181","electric","Slimme meter","Kerk Liander (E)","26-03-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","26-03-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","27-03-2019"
"700.599","182","electric","Slimme meter","Kerk Liander (E)","27-03-2019"
"1176.963","181","electric","Slimme meter","Kerk Liander (E)","27-03-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","27-03-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","28-03-2019"
"1183.119","181","electric","Slimme meter","Kerk Liander (E)","28-03-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","28-03-2019"
"705.816","182","electric","Slimme meter","Kerk Liander (E)","28-03-2019"
"1189.159","181","electric","Slimme meter","Kerk Liander (E)","29-03-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","29-03-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","29-03-2019"
"712.615","182","electric","Slimme meter","Kerk Liander (E)","29-03-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","30-03-2019"
"717.095","182","electric","Slimme meter","Kerk Liander (E)","30-03-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","30-03-2019"
"1195.851","181","electric","Slimme meter","Kerk Liander (E)","30-03-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","31-03-2019"
"717.095","182","electric","Slimme meter","Kerk Liander (E)","31-03-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","31-03-2019"
"1205.183","181","electric","Slimme meter","Kerk Liander (E)","31-03-2019"
"766.33","180","gas","Slimme meter","Kerk Liander (G)","01-03-2019"
"766.33","180","gas","Slimme meter","Kerk Liander (G)","02-03-2019"
"767.03","180","gas","Slimme meter","Kerk Liander (G)","03-03-2019"
"794.63","180","gas","Slimme meter","Kerk Liander (G)","04-03-2019"
"794.63","180","gas","Slimme meter","Kerk Liander (G)","05-03-2019"
"802.06","180","gas","Slimme meter","Kerk Liander (G)","06-03-2019"
"809.32","180","gas","Slimme meter","Kerk Liander (G)","07-03-2019"
"809.32","180","gas","Slimme meter","Kerk Liander (G)","08-03-2019"
"809.32","180","gas","Slimme meter","Kerk Liander (G)","09-03-2019"
"810","180","gas","Slimme meter","Kerk Liander (G)","10-03-2019"
"842.02","180","gas","Slimme meter","Kerk Liander (G)","11-03-2019"
"842.59","180","gas","Slimme meter","Kerk Liander (G)","12-03-2019"
"853.72","180","gas","Slimme meter","Kerk Liander (G)","13-03-2019"
"887.65","180","gas","Slimme meter","Kerk Liander (G)","14-03-2019"
"887.65","180","gas","Slimme meter","Kerk Liander (G)","15-03-2019"
"888.86","180","gas","Slimme meter","Kerk Liander (G)","16-03-2019"
"889.53","180","gas","Slimme meter","Kerk Liander (G)","17-03-2019"
"918.66","180","gas","Slimme meter","Kerk Liander (G)","18-03-2019"
"918.66","180","gas","Slimme meter","Kerk Liander (G)","19-03-2019"
"921.35","180","gas","Slimme meter","Kerk Liander (G)","20-03-2019"
"921.88","180","gas","Slimme meter","Kerk Liander (G)","21-03-2019"
"922.59","180","gas","Slimme meter","Kerk Liander (G)","22-03-2019"
"923.84","180","gas","Slimme meter","Kerk Liander (G)","23-03-2019"
"925.06","180","gas","Slimme meter","Kerk Liander (G)","24-03-2019"
"951.07","180","gas","Slimme meter","Kerk Liander (G)","25-03-2019"
"951.07","180","gas","Slimme meter","Kerk Liander (G)","26-03-2019"
"954.39","180","gas","Slimme meter","Kerk Liander (G)","27-03-2019"
"957.43","180","gas","Slimme meter","Kerk Liander (G)","28-03-2019"
"964.4","180","gas","Slimme meter","Kerk Liander (G)","29-03-2019"
"964.4","180","gas","Slimme meter","Kerk Liander (G)","30-03-2019"
"964.4","180","gas","Slimme meter","Kerk Liander (G)","31-03-2019"
"1221.149","181","electric","Slimme meter","Kerk Liander (E)","01-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","01-04-2019"
"717.095","182","electric","Slimme meter","Kerk Liander (E)","01-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","01-04-2019"
"1228.934","181","electric","Slimme meter","Kerk Liander (E)","02-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","02-04-2019"
"727.609","182","electric","Slimme meter","Kerk Liander (E)","02-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","02-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","03-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","03-04-2019"
"734.183","182","electric","Slimme meter","Kerk Liander (E)","03-04-2019"
"1235.855","181","electric","Slimme meter","Kerk Liander (E)","03-04-2019"
"742.341","182","electric","Slimme meter","Kerk Liander (E)","04-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","04-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","04-04-2019"
"1242.583","181","electric","Slimme meter","Kerk Liander (E)","04-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","05-04-2019"
"750.273","182","electric","Slimme meter","Kerk Liander (E)","05-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","05-04-2019"
"1250.601","181","electric","Slimme meter","Kerk Liander (E)","05-04-2019"
"755.69","182","electric","Slimme meter","Kerk Liander (E)","06-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","06-04-2019"
"1257.639","181","electric","Slimme meter","Kerk Liander (E)","06-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","06-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","07-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","07-04-2019"
"1267.294","181","electric","Slimme meter","Kerk Liander (E)","07-04-2019"
"755.69","182","electric","Slimme meter","Kerk Liander (E)","07-04-2019"
"1287.273","181","electric","Slimme meter","Kerk Liander (E)","08-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","08-04-2019"
"755.69","182","electric","Slimme meter","Kerk Liander (E)","08-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","08-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","09-04-2019"
"759.138","182","electric","Slimme meter","Kerk Liander (E)","09-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","09-04-2019"
"1290.316","181","electric","Slimme meter","Kerk Liander (E)","09-04-2019"
"765.989","182","electric","Slimme meter","Kerk Liander (E)","10-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","10-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","10-04-2019"
"1295.006","181","electric","Slimme meter","Kerk Liander (E)","10-04-2019"
"1301.787","181","electric","Slimme meter","Kerk Liander (E)","11-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","11-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","11-04-2019"
"771.666","182","electric","Slimme meter","Kerk Liander (E)","11-04-2019"
"777.674","182","electric","Slimme meter","Kerk Liander (E)","12-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","12-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","12-04-2019"
"1309.776","181","electric","Slimme meter","Kerk Liander (E)","12-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","13-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","13-04-2019"
"782.538","182","electric","Slimme meter","Kerk Liander (E)","13-04-2019"
"1317.021","181","electric","Slimme meter","Kerk Liander (E)","13-04-2019"
"1333.515","181","electric","Slimme meter","Kerk Liander (E)","14-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","14-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","14-04-2019"
"782.538","182","electric","Slimme meter","Kerk Liander (E)","14-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","15-04-2019"
"782.538","182","electric","Slimme meter","Kerk Liander (E)","15-04-2019"
"1350.866","181","electric","Slimme meter","Kerk Liander (E)","15-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","15-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","16-04-2019"
"1358.517","181","electric","Slimme meter","Kerk Liander (E)","16-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","16-04-2019"
"788.64","182","electric","Slimme meter","Kerk Liander (E)","16-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","17-04-2019"
"1364.357","181","electric","Slimme meter","Kerk Liander (E)","17-04-2019"
"794.277","182","electric","Slimme meter","Kerk Liander (E)","17-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","17-04-2019"
"1368.282","181","electric","Slimme meter","Kerk Liander (E)","18-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","18-04-2019"
"798.684","182","electric","Slimme meter","Kerk Liander (E)","18-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","18-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","19-04-2019"
"802.91","182","electric","Slimme meter","Kerk Liander (E)","19-04-2019"
"1372.005","181","electric","Slimme meter","Kerk Liander (E)","19-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","19-04-2019"
"808.46","182","electric","Slimme meter","Kerk Liander (E)","20-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","20-04-2019"
"1376.307","181","electric","Slimme meter","Kerk Liander (E)","20-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","20-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","21-04-2019"
"808.46","182","electric","Slimme meter","Kerk Liander (E)","21-04-2019"
"1385.597","181","electric","Slimme meter","Kerk Liander (E)","21-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","21-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","22-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","22-04-2019"
"808.46","182","electric","Slimme meter","Kerk Liander (E)","22-04-2019"
"1394.786","181","electric","Slimme meter","Kerk Liander (E)","22-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","23-04-2019"
"1398.794","181","electric","Slimme meter","Kerk Liander (E)","23-04-2019"
"808.46","182","electric","Slimme meter","Kerk Liander (E)","23-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","23-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","24-04-2019"
"810.841","182","electric","Slimme meter","Kerk Liander (E)","24-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","24-04-2019"
"1400.438","181","electric","Slimme meter","Kerk Liander (E)","24-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","25-04-2019"
"817.311","182","electric","Slimme meter","Kerk Liander (E)","25-04-2019"
"1402.09","181","electric","Slimme meter","Kerk Liander (E)","25-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","25-04-2019"
"1403.725","181","electric","Slimme meter","Kerk Liander (E)","26-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","26-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","26-04-2019"
"819.822","182","electric","Slimme meter","Kerk Liander (E)","26-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","27-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","27-04-2019"
"822.171","182","electric","Slimme meter","Kerk Liander (E)","27-04-2019"
"1405.277","181","electric","Slimme meter","Kerk Liander (E)","27-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","28-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","28-04-2019"
"1409.329","181","electric","Slimme meter","Kerk Liander (E)","28-04-2019"
"822.171","182","electric","Slimme meter","Kerk Liander (E)","28-04-2019"
"822.171","182","electric","Slimme meter","Kerk Liander (E)","29-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","29-04-2019"
"1417.913","181","electric","Slimme meter","Kerk Liander (E)","29-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","29-04-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","30-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","30-04-2019"
"826.573","182","electric","Slimme meter","Kerk Liander (E)","30-04-2019"
"1419.925","181","electric","Slimme meter","Kerk Liander (E)","30-04-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","01-05-2019"
"830.721","182","electric","Slimme meter","Kerk Liander (E)","01-05-2019"
"1422.782","181","electric","Slimme meter","Kerk Liander (E)","01-05-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","01-05-2019"
"979.77","180","gas","Slimme meter","Kerk Liander (G)","01-04-2019"
"990.24","180","gas","Slimme meter","Kerk Liander (G)","02-04-2019"
"995.5","180","gas","Slimme meter","Kerk Liander (G)","03-04-2019"
"1002.86","180","gas","Slimme meter","Kerk Liander (G)","04-04-2019"
"1010.3","180","gas","Slimme meter","Kerk Liander (G)","05-04-2019"
"1010.3","180","gas","Slimme meter","Kerk Liander (G)","06-04-2019"
"1010.3","180","gas","Slimme meter","Kerk Liander (G)","07-04-2019"
"1026.97","180","gas","Slimme meter","Kerk Liander (G)","08-04-2019"
"1029.56","180","gas","Slimme meter","Kerk Liander (G)","09-04-2019"
"1035.53","180","gas","Slimme meter","Kerk Liander (G)","10-04-2019"
"1043.14","180","gas","Slimme meter","Kerk Liander (G)","11-04-2019"
"1050.62","180","gas","Slimme meter","Kerk Liander (G)","12-04-2019"
"1050.62","180","gas","Slimme meter","Kerk Liander (G)","13-04-2019"
"1050.71","180","gas","Slimme meter","Kerk Liander (G)","14-04-2019"
"1081.8","180","gas","Slimme meter","Kerk Liander (G)","15-04-2019"
"1089.86","180","gas","Slimme meter","Kerk Liander (G)","16-04-2019"
"1100.97","180","gas","Slimme meter","Kerk Liander (G)","17-04-2019"
"1109.93","180","gas","Slimme meter","Kerk Liander (G)","18-04-2019"
"1115.61","180","gas","Slimme meter","Kerk Liander (G)","19-04-2019"
"1118.89","180","gas","Slimme meter","Kerk Liander (G)","20-04-2019"
"1120.41","180","gas","Slimme meter","Kerk Liander (G)","21-04-2019"
"1123.14","180","gas","Slimme meter","Kerk Liander (G)","22-04-2019"
"1123.14","180","gas","Slimme meter","Kerk Liander (G)","23-04-2019"
"1123.14","180","gas","Slimme meter","Kerk Liander (G)","24-04-2019"
"1123.14","180","gas","Slimme meter","Kerk Liander (G)","25-04-2019"
"1125.74","180","gas","Slimme meter","Kerk Liander (G)","26-04-2019"
"1125.74","180","gas","Slimme meter","Kerk Liander (G)","27-04-2019"
"1125.74","180","gas","Slimme meter","Kerk Liander (G)","28-04-2019"
"1141.09","180","gas","Slimme meter","Kerk Liander (G)","29-04-2019"
"1141.09","180","gas","Slimme meter","Kerk Liander (G)","30-04-2019"
"1145.62","180","gas","Slimme meter","Kerk Liander (G)","01-05-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","28-05-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","28-05-2019"
"1539.945","181","electric","Slimme meter","Kerk Liander (E)","28-05-2019"
"918.988","182","electric","Slimme meter","Kerk Liander (E)","28-05-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","29-05-2019"
"923.706","182","electric","Slimme meter","Kerk Liander (E)","29-05-2019"
"1542.127","181","electric","Slimme meter","Kerk Liander (E)","29-05-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","29-05-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","30-05-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","30-05-2019"
"926.495","182","electric","Slimme meter","Kerk Liander (E)","30-05-2019"
"1544.038","181","electric","Slimme meter","Kerk Liander (E)","30-05-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","31-05-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","31-05-2019"
"926.495","182","electric","Slimme meter","Kerk Liander (E)","31-05-2019"
"1555.796","181","electric","Slimme meter","Kerk Liander (E)","31-05-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","01-06-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","01-06-2019"
"929.473","182","electric","Slimme meter","Kerk Liander (E)","01-06-2019"
"1557.627","181","electric","Slimme meter","Kerk Liander (E)","01-06-2019"
"1211.2","180","gas","Slimme meter","Kerk Liander (G)","28-05-2019"
"1212.83","180","gas","Slimme meter","Kerk Liander (G)","29-05-2019"
"1213.59","180","gas","Slimme meter","Kerk Liander (G)","30-05-2019"
"1213.59","180","gas","Slimme meter","Kerk Liander (G)","31-05-2019"
"1213.59","180","gas","Slimme meter","Kerk Liander (G)","01-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","02-06-2019"
"1561.645","181","electric","Slimme meter","Kerk Liander (E)","02-06-2019"
"0","281","electric","Slimme meter","Kerk Liander (E)","02-06-2019"
"929.473","182","electric","Slimme meter","Kerk Liander (E)","02-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","03-06-2019"
"1569.604","181","electric","Slimme meter","Kerk Liander (E)","03-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","03-06-2019"
"929.473","182","electric","Slimme meter","Kerk Liander (E)","03-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","04-06-2019"
"932.96","182","electric","Slimme meter","Kerk Liander (E)","04-06-2019"
"1571.275","181","electric","Slimme meter","Kerk Liander (E)","04-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","04-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","05-06-2019"
"1573.76","181","electric","Slimme meter","Kerk Liander (E)","05-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","05-06-2019"
"936.915","182","electric","Slimme meter","Kerk Liander (E)","05-06-2019"
"1576.306","181","electric","Slimme meter","Kerk Liander (E)","06-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","06-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","06-06-2019"
"945.219","182","electric","Slimme meter","Kerk Liander (E)","06-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","07-06-2019"
"1577.994","181","electric","Slimme meter","Kerk Liander (E)","07-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","07-06-2019"
"947.42","182","electric","Slimme meter","Kerk Liander (E)","07-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","08-06-2019"
"1579.606","181","electric","Slimme meter","Kerk Liander (E)","08-06-2019"
"950.142","182","electric","Slimme meter","Kerk Liander (E)","08-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","08-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","09-06-2019"
"950.142","182","electric","Slimme meter","Kerk Liander (E)","09-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","09-06-2019"
"1583.468","181","electric","Slimme meter","Kerk Liander (E)","09-06-2019"
"950.142","182","electric","Slimme meter","Kerk Liander (E)","10-06-2019"
"1595.942","181","electric","Slimme meter","Kerk Liander (E)","10-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","10-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","10-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","11-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","11-06-2019"
"1599.935","181","electric","Slimme meter","Kerk Liander (E)","11-06-2019"
"950.142","182","electric","Slimme meter","Kerk Liander (E)","11-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","12-06-2019"
"953.509","182","electric","Slimme meter","Kerk Liander (E)","12-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","12-06-2019"
"1601.805","181","electric","Slimme meter","Kerk Liander (E)","12-06-2019"
"955.911","182","electric","Slimme meter","Kerk Liander (E)","13-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","13-06-2019"
"1603.673","181","electric","Slimme meter","Kerk Liander (E)","13-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","13-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","14-06-2019"
"960.141","182","electric","Slimme meter","Kerk Liander (E)","14-06-2019"
"1605.749","181","electric","Slimme meter","Kerk Liander (E)","14-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","14-06-2019"
"963.33","182","electric","Slimme meter","Kerk Liander (E)","15-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","15-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","15-06-2019"
"1607.724","181","electric","Slimme meter","Kerk Liander (E)","15-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","16-06-2019"
"963.33","182","electric","Slimme meter","Kerk Liander (E)","16-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","16-06-2019"
"1611.671","181","electric","Slimme meter","Kerk Liander (E)","16-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","17-06-2019"
"963.33","182","electric","Slimme meter","Kerk Liander (E)","17-06-2019"
"1621.244","181","electric","Slimme meter","Kerk Liander (E)","17-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","17-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","18-06-2019"
"1622.955","181","electric","Slimme meter","Kerk Liander (E)","18-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","18-06-2019"
"966.392","182","electric","Slimme meter","Kerk Liander (E)","18-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","19-06-2019"
"969.631","182","electric","Slimme meter","Kerk Liander (E)","19-06-2019"
"1625.419","181","electric","Slimme meter","Kerk Liander (E)","19-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","19-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","20-06-2019"
"973.825","182","electric","Slimme meter","Kerk Liander (E)","20-06-2019"
"1627.048","181","electric","Slimme meter","Kerk Liander (E)","20-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","20-06-2019"
"1628.74","181","electric","Slimme meter","Kerk Liander (E)","21-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","21-06-2019"
"976.814","182","electric","Slimme meter","Kerk Liander (E)","21-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","21-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","22-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","22-06-2019"
"1630.547","181","electric","Slimme meter","Kerk Liander (E)","22-06-2019"
"980.231","182","electric","Slimme meter","Kerk Liander (E)","22-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","23-06-2019"
"1635.092","181","electric","Slimme meter","Kerk Liander (E)","23-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","23-06-2019"
"980.231","182","electric","Slimme meter","Kerk Liander (E)","23-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","24-06-2019"
"980.231","182","electric","Slimme meter","Kerk Liander (E)","24-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","24-06-2019"
"1643.574","181","electric","Slimme meter","Kerk Liander (E)","24-06-2019"
"983.204","182","electric","Slimme meter","Kerk Liander (E)","25-06-2019"
"1645.244","181","electric","Slimme meter","Kerk Liander (E)","25-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","25-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","25-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","26-06-2019"
"986.88","182","electric","Slimme meter","Kerk Liander (E)","26-06-2019"
"1647.054","181","electric","Slimme meter","Kerk Liander (E)","26-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","26-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","27-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","27-06-2019"
"989.108","182","electric","Slimme meter","Kerk Liander (E)","27-06-2019"
"1648.724","181","electric","Slimme meter","Kerk Liander (E)","27-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","28-06-2019"
"1650.33","181","electric","Slimme meter","Kerk Liander (E)","28-06-2019"
"992.539","182","electric","Slimme meter","Kerk Liander (E)","28-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","28-06-2019"
"995.136","182","electric","Slimme meter","Kerk Liander (E)","29-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","29-06-2019"
"1651.993","181","electric","Slimme meter","Kerk Liander (E)","29-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","29-06-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","30-06-2019"
"995.136","182","electric","Slimme meter","Kerk Liander (E)","30-06-2019"
"1656.116","181","electric","Slimme meter","Kerk Liander (E)","30-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","30-06-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","01-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","01-07-2019"
"995.136","182","electric","Slimme meter","Kerk Liander (E)","01-07-2019"
"1664.169","181","electric","Slimme meter","Kerk Liander (E)","01-07-2019"
"1213.59","180","gas","Slimme meter","Kerk Liander (G)","02-06-2019"
"1214.22","180","gas","Slimme meter","Kerk Liander (G)","03-06-2019"
"1214.22","180","gas","Slimme meter","Kerk Liander (G)","04-06-2019"
"1214.22","180","gas","Slimme meter","Kerk Liander (G)","05-06-2019"
"1214.22","180","gas","Slimme meter","Kerk Liander (G)","06-06-2019"
"1214.22","180","gas","Slimme meter","Kerk Liander (G)","07-06-2019"
"1214.22","180","gas","Slimme meter","Kerk Liander (G)","08-06-2019"
"1214.22","180","gas","Slimme meter","Kerk Liander (G)","09-06-2019"
"1218.22","180","gas","Slimme meter","Kerk Liander (G)","10-06-2019"
"1218.22","180","gas","Slimme meter","Kerk Liander (G)","11-06-2019"
"1219.03","180","gas","Slimme meter","Kerk Liander (G)","12-06-2019"
"1219.03","180","gas","Slimme meter","Kerk Liander (G)","13-06-2019"
"1219.03","180","gas","Slimme meter","Kerk Liander (G)","14-06-2019"
"1219.03","180","gas","Slimme meter","Kerk Liander (G)","15-06-2019"
"1219.03","180","gas","Slimme meter","Kerk Liander (G)","16-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","17-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","18-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","19-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","20-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","21-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","22-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","23-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","24-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","25-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","26-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","27-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","28-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","29-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","30-06-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","01-07-2019"
"1665.645","181","electric","Slimme meter","Kerk Liander (E)","02-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","02-07-2019"
